# T C
1.02014 0.000434167
0.721348 0.000655000000000017
0.51007 0.00107999999999997
0.360674 0.00154000000000032
0.255035 0.0019499999999999
0.180337 0.00251000000000001
0.127517 0.00333000000000006
0.0901684 0.00546999999999986
0.0637587 0.00755999999999979
0.0450842 0.0105200000000001
0.0318794 0.0164299999999997
0.0225421 0.0273099999999999
0.0159397 0.0444100000000001
0.0112711 0.07131
0.00796984 0.11522
0.00563553 0.17633
0.00398492 0.25227
0.00281776 0.31032
0.00199246 0.31961
0.00140888 0.25437
0.00099623 0.15822
0.000704441 0.0809000000000002
0.000498115 0.0440800000000001
0.00035222 0.0270300000000003
0.000249057 0.0237099999999999
0.00017611 0.0185900000000001
0.000124529 0.02217
8.80551e-05 0.0212699999999999
6.22644e-05 0.0296699999999999
4.40276e-05 0.0321199999999999
3.11322e-05 0.04596
2.20138e-05 0.0538799999999999
1.55661e-05 0.0750699999999997
1.10069e-05 0.08969
7.78305e-06 0.11647
5.50344e-06 0.13376
3.89152e-06 0.15987
2.75172e-06 0.166
1.94576e-06 0.17644
1.37586e-06 0.15772
9.72881e-07 0.14538
6.87931e-07 0.11052
4.8644e-07 0.0932300000000001
3.43965e-07 0.0612900000000001
2.4322e-07 0.05328
1.71983e-07 0.0295300000000003
1.2161e-07 0.0297899999999998
8.59913e-08 0.0125899999999999
6.0805e-08 0.0174300000000001
4.29957e-08 0.00387000000000004
3.04025e-08 0.0111699999999999
2.14978e-08 -0.000589999999999868
1.52013e-08 0.00802000000000014
1.07489e-08 -0.00279000000000007
7.60063e-09 0.00645000000000007
5.37446e-09 -0.00389999999999979
3.80032e-09 0.00567999999999991
2.68723e-09 -0.00444999999999984
1.90016e-09 0.00529000000000002
1.34361e-09 -0.00471999999999984
9.50079e-10 0.00509000000000004
6.71807e-10 -0.00485999999999986
4.75039e-10 0.00498999999999983
3.35904e-10 -0.00492999999999988
2.3752e-10 0.00493999999999994
1.67952e-10 -0.00496000000000008
1.1876e-10 0.00498000000000021
