# T <Sz^2>
1.02014 0.12528
0.721348 0.125388
0.51007 0.125534
0.360674 0.125742
0.255035 0.126039
0.180337 0.126464
0.127517 0.127065
0.0901684 0.127914
0.0637587 0.129103
0.0450842 0.130764
0.0318794 0.133082
0.0225421 0.136289
0.0159397 0.140664
0.0112711 0.146529
0.00796984 0.154139
0.00563553 0.163552
0.00398492 0.174258
0.00281776 0.184954
0.00199246 0.193718
0.00140888 0.198958
0.00099623 0.200466
0.000704441 0.199357
0.000498115 0.196759
0.00035222 0.193385
0.000249057 0.18941
0.00017611 0.184909
0.000124529 0.179804
8.80551e-05 0.174063
6.22644e-05 0.167536
4.40276e-05 0.160167
3.11322e-05 0.151762
2.20138e-05 0.142307
1.55661e-05 0.131593
1.10069e-05 0.119745
7.78305e-06 0.10667
5.50344e-06 0.092821
3.89152e-06 0.078414
2.75172e-06 0.064303
1.94576e-06 0.0509500000000001
1.37586e-06 0.039241
9.72881e-07 0.02931
6.87931e-07 0.021547
4.8644e-07 0.015485
3.43965e-07 0.011154
2.4322e-07 0.00786100000000001
1.71983e-07 0.00565299999999996
1.2161e-07 0.00392700000000001
8.59913e-08 0.00285799999999997
6.0805e-08 0.00194300000000003
4.29957e-08 0.00145400000000001
3.04025e-08 0.000948000000000004
2.14978e-08 0.000749999999999973
1.52013e-08 0.000450000000000006
1.07489e-08 0.000398999999999983
7.60063e-09 0.000202000000000035
5.37446e-09 0.000222999999999973
3.80032e-09 7.70000000000493e-05
2.68723e-09 0.000134999999999996
1.90016e-09 1.50000000000428e-05
1.34361e-09 9.10000000000077e-05
9.50079e-10 -1.59999999999605e-05
6.71807e-10 6.89999999999857e-05
4.75039e-10 -3.10000000000032e-05
3.35904e-10 5.80000000000025e-05
2.3752e-10 -3.89999999999557e-05
1.67952e-10 5.29999999999697e-05
1.1876e-10 -4.29999999999597e-05
